directors,averageRating,meanofRatingNum,sumofRatingNum,primaryName,famous1_name,famous2_name,famous3_name
nm2190387,6.9,51,206,Olivia Rochette,Grands travaux,Because We Are Visual,Rain
nm2191279,6.0,737,11066,Peter Krüger,Drift,Episode 3: 'Enjoy Poverty',N: The Madness of Reason
nm2191541,5.9,349,5939,Bert Scholiers,Charlie and Hannah's Grand Night Out,Sprakeloos,Smoorverliefd
nm2192060,5.2,59,477,Tom Heene,Nuit noire,Pulsar,An Affair of Love
nm2192843,6.2,8,16,Rogier Van Eck,"Oscar Niemeyer, un architecte engagé dans le siècle",Amsterdam Stories USA,The Five Obstructions
nm2193400,6.9,1052,22101,Claude Waringo,Black '47,Diamond 13,Blind Spot
nm2193526,6.4,44,88,Sergio Ghizzardi,What About Eric?,Comment nous sommes tous devenus Américains,A Leak In Paradise
nm2194036,8.6,22,22,Anton Scholten,Lilet Never Happened,Five Fingers,Johnny Walker
nm2194534,6.5,154,154,Alain-Pascal Housiaux,Face,Step by Step,L'éclat furtif de l'ombre
nm2195269,5.7,91,91,Olivier Boonjing,Somewhere Between Here and Now,Death by Death,Parasol
nm2195444,6.1,100,100,Jef Van de Water,Stronghold,"Brugge, die stille",Koko Flanel
nm2195693,3.8,18,36,Maurice Delattre,Les atouts de Monsieur Wens,Passeurs d'or,Bad Seed
nm2195891,7.6,67,135,Sergio Iglesias,Olvídame,76-89-03,Argentina y su fábrica de fútbol
nm2195993,5.5,382,1911,Juan Baldana,Los ángeles,Arrieros,Los del suelo
nm2196468,5.0,1068,2136,Juan Pablo Young,"Dhaulagiri, ascenso a la montaña blanca",Tierra adentro,4 de julio
nm2196693,6.1,381,2673,Agustina Macri,#SodaCirque,Soledad,Snowden
nm2196782,6.7,626,10652,Vera Fogwill,Kept and Dreamless,Wind with the Gone,Evita
nm2196814,5.9,178,1427,Ulises De la Orden,Río arriba,Desierto Verde,Evita
nm2197393,5.4,388,9703,María Seoane,Gelbard: Historia secreta del último burgués nacional,Eva from Argentina,Night of the Pencils
nm2198077,6.5,242,1696,Leonardo Damario,Olympia,Bohemia,Palmera
nm2198201,7.5,717,6455,Mayra Bottero,La Lluvia Es También No Verte,"Un día gris, un día azul, igual al mar",The Dread
nm2199177,5.0,169,1695,Abholghassem Talebi,Dasthay-e khali,Virangar,The Orphanage
nm2200593,4.9,196,393,Raúl Perrone,Late un corazón,P3nd3jo5,Ragazzi
nm2201204,5.2,12,36,Juan Olivares,Deadpool,Guardians of the Galaxy,The Secret in Their Eyes
nm2201363,4.2,78,156,Federico Cueva,Nine Queens,Assassin's Creed,The Secret in Their Eyes
nm2201408,3.8,268,805,Edgardo Castro,History of Fear,Kryptonite,The Night
nm2201450,6.1,1809,32577,José Luis García,Sleepwalker,The Girl from the South,Sotto Voce
nm2201454,8.4,58,232,Willi Behnisch,Cantata de las cosas solas,Red Bear,Cuatro mujeres descalzas
nm2201704,8.5,61,61,Santiago Svirsky,The Cloverfield Paradox,X-Men: Days of Future Past,The Predator
nm2201857,3.6,7,7,Ivan Entel,Paddington 2,Sins of My Father,Orquesta tipica
nm2202052,5.8,452,8138,Fredy Torres,The Bell,El nüremberg argentino,The Clairvoyant's Prayer
nm2202538,5.7,1707,13663,Marcela Balza,Mientras tanto,Tres pájaros,Historias Breves 1
nm2203662,7.3,52,263,Carlos Jaureguialzo,The Irish Prisoner,Tres pájaros,Tango
nm2203770,7.5,22,66,Gabriel Condrón,"Un peso, un dolar",Esperando la carroza 2: Se acabó la fiesta,The Irish Prisoner
nm2204003,3.7,16,67,Marcela Silva y Nasute,"Gombrowicz, o la seducción (Representado por sus discípulos)",Matrimonio,The Irish Prisoner
nm2204103,3.5,16163,339432,Manoj Tiwari,Apna Sapna Money Money,Global Baba,Chura Liyaa Hai Tumne
nm2204469,7.6,491,491,Miguel Torrado,Invasion,Ardent Summer,La pandilla aventurera
nm2205355,5.0,15,125,Diego Schipani,La noche del lobo,8 Weeks,The L Sisters
nm2205750,8.3,18,36,Maximiliano Pelosi,Una familia gay,Las chicas del 3º,Mariel espera
nm2206548,6.6,16,48,Marcelo Schapces,Historias Breves 3,Necronomicón,Zenitram
nm2206685,6.4,340,4428,Aaron Vega,Addison's Wall,"Ram Dass, Fierce Grace",A Class Apart
nm2206885,5.7,914,8230,Mario David,Paño verde,The Revelation,La rabona
nm2206915,6.6,13,110,León Gieco,Mundo alas,Rooster's Blood,Nuts for Love
nm2207776,6.1,922,8298,Jeong-woo Park,Big Bang,Last Present,Deranged
nm2208558,6.0,588,2941,Damián Cukierkorn,El transcurso de las cosas,La otra copa,The Bottom of the Sea
nm2209378,6.8,108,2495,Eduardo Capilla,Historias de Argentina en vivo,Hostage,"Tangos, the Exile of Gardel"
nm2209537,7.0,50,101,Aldo Romero,I Don't Want to Talk About It,200 Cigarettes,Unpredictable Guy
nm2209781,7.3,30409,273681,Jorge Coscia,Desesperate Song,"Comix, cuentos de amor, de video y de muerte",Luca vive
nm2210071,6.2,88,176,Guillermo Saura,La casa de Tourner,Chorros,Cipayos (la tercera invasión)
nm2210594,6.4,389,1946,Juan Iribas,Los extraterrestres,"100% lucha, la película",Wild Horses
nm2212399,4.9,697,1394,Diego Corsini,Pasaje de vida,Artax: Un Nuevo Comienzo,Solos en la ciudad
nm2212448,8.8,13,13,Matías Scarvaci,Yanka y el espíritu del volcán,Vladimir in Buenos Aires,Solos en la ciudad
nm2213371,3.8,319,319,Gaspar Scheuer,El desierto negro,"Operación México, un pacto de amor",Estamos Juntos
nm2213552,6.2,142,427,Leandro Mark,La última fiesta,Wild Tales,Caídos del mapa
nm2216880,6.3,31,405,Nicolás Silbert,Cantantes en Guerra,Caídos del mapa,La última fiesta
nm2217123,6.9,44,44,Cristian Maximiliano Barrozo,Lo que no se perdona,Nacido para morir,Villegas
nm2217706,6.8,13,13,Jimmy Ce,Los inquilinos del infierno,Ultra-Toxic,Death Knows Your Name
nm2217976,6.7,253,759,Palito Ortega,Amigos para la aventura,Dos locos en el aire,¡Qué linda es mi familia!
nm2218947,7.0,53,214,Jung-bum Park,If You Were Me 6,The Journals of Musan,Alive
nm2219647,5.1,12,12,Santiago Fernández Calvete,The Second Death,Tríada,Intimate Witness
nm2222984,8.3,6,6,Uruphong Raksasad,Agrarian Utopia,Wandering,Stories from the North
nm2223147,7.5,47,425,Diego Bliffeld,Hora Día Mes,The Artist,Línea de cuatro
nm2223387,5.3,94,1799,María Alvarez,Imagining Argentina,Las cinéphilas,Assassination Tango
nm2223783,6.9,11132,467575,Alberto Fischerman,De la misteriosa Buenos Aires,Days in June,Players vs. ángeles caídos
nm2224008,7.1,76,228,Ricardo Becher,Coup de Grace,Racconto,Players vs. ángeles caídos
nm2228322,5.0,168,2688,Rosendo Ruíz,Casa Propia,Todo el tiempo del mundo,Clubbing
nm2228888,9.0,25,51,Alfredo Oroz,O Corpo,Lamarca,Hour of the Star
nm2231101,7.3,211,633,Sergio Mazza,El gurí,Gallero,El amarillo
nm2232803,5.7,7,7,Camila Toker,Upa! 2,Ramanegra,La muerte de Marga Maier
nm2233167,7.6,8,8,Lucas Larriera,Moon in Sagittarius,Alunizar,The Summit
nm2233588,7.3,668,2005,Romina Paula,De Nuevo Otra Vez,The Student,La flor
nm2235185,7.6,12,12,Gonzalo Quintana,Making off Sangriento: Masacre en el set de Filmación,"Arregui, la noticia del día",Jorge & Alberto vs. The Neoliberal Demons
nm2239465,3.9,119,358,Guillermo Pfening,The German Doctor,Caíto,Nobody's Watching
nm2239528,4.9,408,5714,Santiago Giralt,All the Lonely People,Upa! An Argentinian Movie,Lamb of God
nm2241679,7.5,17,17,Agustín Rolandelli,La Flor: Segunda Parte,On Probation,Torino
nm2241781,9.0,22,22,Alberto Etchebehere,El vampiro negro,¡Segundos afuera!,La bestia debe morir
nm2242060,6.5,1114,5570,Marcelo Pavan,Ashes of Paradise,Geisha,La punta del diablo
nm2243046,7.2,51,204,Flavio Nardini,76-89-03,"The end, últimos diez minutos",D-Graduated
nm2243359,7.3,25,571,Nacho Garassino,Bad Times,AgainstBlood,Tunnel of Bones
nm2243602,6.4,2573,28303,Antonio Cunill Jr.,Diablito de barrio,Rebelde con causa,Barrio Gris
nm2244447,6.8,299,897,Marina Valentini,Bahía mágica,La nave de los locos,A King and His Movie
nm2244706,7.8,8,8,Francisco D'Intino,El fin de la espera,La esperanza,Los días de la vida
nm2245193,8.6,23,23,Elisa Eliash,Sin Norte,El Bosque de Karadima,I Love You Mum
nm2246759,7.7,667,667,Luz Ruciello,The Mudboy,Baires,A Concrete Cinema
nm2246989,6.7,38,38,Aldo Paparella,Canadá,Hoteles,Olvídame
nm2247200,6.6,846,32166,Jazmín Stuart,Recreo,Pistas para volver a casa,The Paranoids
nm2247401,7.1,9,9,Ezequiel Crupnicoff,Erreway: 4 caminos,Amor a mares,Dark Buildings (A Crack in the Wall)
nm2248747,3.2,65,65,Federico Finkielstain,No te enamores de mí,Wine,Palermo Hollywood
nm2249016,6.5,18,18,Lorena Lisotti,Wild Tales,Amar es bendito,The Suffering
nm2249544,7.9,21,21,Gustavo Alonso,The Silent House,La vereda de la sombra,Nocturnos
nm2250139,6.1,16712,434512,Heng Yang,Betelnut,Lake August,Sun Spots
nm2250534,3.8,610,12217,Julián Giulianelli,Bridges,The Vampire Spider,The Desert
nm2251837,8.0,10,10,Lucas Nazareno Turturro,Unconscious,Sangre,A King for Patagonia
nm2252255,6.6,17,34,Eduardo Raspo,Tatooed,I Don't Owe 100 Times,Geisha
nm2252629,8.0,6,13,Andrés Perugini,La Intimidad,Until You Untie Me,Roman
nm2252942,6.5,26,26,Martín Rodríguez Mentasti,La casa del ángel,En la selva no hay estrellas,El reñidero
nm2253092,5.4,107,107,Rodolfo Pagliere,A Ton of Luck,The Day Maradona Met Gardel,My Last Round
nm2253160,4.9,2121,4242,Jorge Dyszel,Operación Fangio,Sleepwalker,Mi suegra es un zombie
nm2253825,5.6,1929,5787,Teo Kofman,Bárbara,"Tangos, the Exile of Gardel",Los corruptores
nm2254001,6.5,240,2405,Gabriel Arbós,Los esclavos felices (la secta),Campo de sangre,Monzon Case: Second Trial
nm2254150,6.6,1145,19479,Jorge Zima,Boca de fresa,El regreso,Noche en la terraza
nm2255015,8.4,8,8,Roberto Maiocco,Only People (No More Nor Less),Un minuto de silencio,Gracias por los servicios
nm2255053,5.4,25,77,José María Paolantonio,Little Raoul,Quebracho,The Angry Toy
nm2255353,8.6,11,11,Natalia Hernández,Cuando Brillan las Estrellas,Possible Lives,Amateur
nm2255818,6.3,242,971,Sebastián Sarquís,Danza con los sueños,The Tango Singer,El mal del sauce
nm2256232,5.8,25,229,Emilio G. Boretta,Women's Reformatory,The Great Adventure,Paraíso relax
nm2259561,5.1,550,1100,José Luis Castiñeira de Dios,"Manuel de Falla, músico de dos mundos",Captive,The Tombs
nm2260417,4.8,300,3009,Pablo Olivo,El hombre de la deuda externa,La casa de las sombras,Carnaval Atlântida
nm2260731,6.3,4029,48353,Eva Bär,The L Sisters,All the Lonely People,Upa! An Argentinian Movie
nm2260801,6.8,884,3538,Rodolfo Durán,Terapias alternativas,Neighbours,Dirigido por...
nm2260872,5.0,6619,33096,Pablo Bardauil,Perdido por perdido,La vida después,Chile 672
nm2261681,7.8,237,474,Jorge Zuhair Jury,"Gatica, el mono",El largo viaje de Nahuel Pan,El fantástico mundo de María Montiel
nm2262560,5.2,740,2221,Esteban Rojas,Cichonga,Daemonium: Soldier of the Underworld,La Experiencia Barriga
nm2262928,5.7,662,662,Rodrigo Espina,Luca,The Official Story,The People at Universal
nm2264272,6.9,168,674,Diego Levy,Novias Madrinas 15 Años,Masterplan,All Inclusive
nm2264500,5.2,51,51,Miguel Pérez,Wild Tango,Houses of Fire,La nave de los locos
nm2264823,5.7,1744,27906,Nestor Frenkel,Construcción de una ciudad,El gran simulador,Buscando a Reynols
nm2265115,5.8,77,928,Woo-jin Jang,"Autumn, Autumn",A Fresh Start,Winter's Night
nm2265536,6.1,1195,8366,Nicolás Herzog,Red Orchestra,Vergüenza y respeto,Vuelo nocturno: La leyenda de las princesitas argentinas
nm2265624,4.6,104,209,Geun-hyun Cho,Forbidden Quest,Duelist,Late Spring
nm2266125,6.6,15,31,Álvaro Urtizberea,Hortensia,Tres minutos,Nosilatiaj. La Belleza
nm2266373,7.8,49,147,Kwang-kuk Lee,A Matter of Interpretation,Romance Joe,Tale of Cinema
nm2266823,6.1,1200,10803,Dae-woo Kim,The Servant,Untold Scandal,Forbidden Quest
nm2266924,4.6,38,38,Frieder Schlaich,The Captain,Paul Bowles - Halbmond,Weil ich schöner bin
nm2267717,6.9,132,928,Remus Kam,The Perfect Girl,Hak se wui dot com,When Geek Meets Serial Killer
nm2269014,6.8,92,92,Peter Payer,Free to Leave,Ravioli,Untersuchung an Mädeln
nm2269581,3.7,957,2871,Francisco D'Eufemia,La velocidad funda el olvido,Escape from Patagonia,Luca
nm2270177,7.1,256,512,Rocío Fernándes,Baixo erotism,Dumbo 4,Mujer sin un destino
nm2270180,7.6,8004,80042,Alejandra Grinschpun,Theatre of War,Soldado,Años de calle
nm2270879,6.1,8,8,Pablo Ratto,P3nd3jo5,Héroes y demonios,El último confín
nm2270935,6.3,837,5022,Ramiro Cortés,El sexo sentido,La casa de Madame Lulù,Póker de amantes para tres
nm2271493,7.6,17,17,Francisco Tarantini,Póker de amantes para tres,Dishonor,Hardly a Criminal
nm2272274,7.1,9,18,Sandro,Tú me enloqueces,Quiero llenarme de ti,El deseo de vivir
nm2272317,7.6,35,35,Sebastián Larreta,"Bairoletto, la aventura de un rebelde",Deathstalker,Soldier's Revenge
nm2272794,7.8,37,74,Oscar Di Sisto,"Tupac, el grito",Chiche bombón,Arcibel's Game
nm2272814,7.8,57,404,Alejandro Larrán,El desvío,A los cuatro vientos,Beyond the Limit
nm2273232,6.2,822,4112,Pablo Zubizarreta,No Viajaré Escondida,4 de julio,On Probation
nm2273324,6.9,646,646,Jeremy Grant,Where the Trail Ends,Dope,Eyeborgs
nm2274546,7.7,10,10,Nadir Medina,Packing Heavy,Instrucciones para flotar un muerto,El espacio entre los dos
nm2274615,7.2,478,4782,Martín Shanly,Parabellum,A Decent Woman,Una aventura simple
nm2274944,6.3,226,680,Federico Sosa,Tampoco Tan Grandes,Contra Paraguay,"German, ultimas viñetas"
nm2275041,5.8,617,6179,Carlos de la Fuente,"Uritorco 2, la casa de la montaña","Uritorco, en la cumbre solo te espera el miedo",Protocolo 48: El experimento final
nm2275129,6.2,26,26,Helena Tritek,Prisioneros de una noche,One Hundred Years of Forgiveness,The Party Is Over
nm2275201,7.2,13,13,Nicolás Batlle,Rerum novarum,Cuba plástica,Matanza
nm2275691,6.7,11,23,Fernán Mirás,Vinyl Days,Wild Tango,Juan y Eva
nm2275915,7.1,251,502,Conrado Diana,Disloque en Mar del Plata,El asalto,This Love at the End of the World
nm2276303,6.2,10,10,Daniel Burak,"Bar, El Chino",S.O.S. Ex,"100% lucha, la película"
nm2277869,7.0,41389,2359215,Miguel Miño,Cipayos (la tercera invasión),Desesperate Song,Nevar en Buenos Aires
nm2278354,4.4,54,54,Juan Carlos Cedrón,"Eeny, Meeny, Miny, Mo",La ballena va llena,Así o de otra manera
nm2279419,6.6,841,5893,Ricardo Luna,The Terrace,La mano en la trampa,Los orilleros
nm2279646,6.1,815,15496,Jorge Acha,Habeas Corpus,"Mburucuyá, cuadros de la naturaleza",Standard
nm2280566,4.6,5,5,Miguel Ángel Lumaldo,Houses of Fire,"Gatica, el mono",Eva Peron: The True Story
nm2282411,7.4,78,390,Mikhail Kokshenov,"Na Deribasovskoy khoroshaya pogoda, ili Na Brayton-Bich opyat idut dozhdi",Russkiy biznes,Nadezhda
nm2282715,6.5,164,164,Perarasu,Sivakasi,Samrajyam II: Son of Alexander,Thirupaachi
nm2283846,5.8,17,51,Eldar Bogunov,Attack of Monster,Opasnost' ryadom,Delusion of Persecution
nm2284169,4.6,72,581,Sing-Choong Foo,Men in Black II,Spider-Man,Silk
nm2284321,6.5,401,4816,Saurabh Shukla,Barfi!,Jolly LLB,Raid
nm2284484,7.1,343737,25436566,Vishesh Bhatt,Jannat: In Search of Heaven...,Gangster,The Killer
nm2284679,7.4,7,15,Raksha Mistry,Koi... Mil Gaya,Mela,The Killer
nm2284998,4.9,8,8,Jai-hong Juhn,Gifted,One Step,Beautiful
nm2285022,5.5,24,24,Vijay K. Bhaskar,Malliswari,Jai Chiranjeeva,Classmates
nm2285322,6.2,6,6,Andrey Gromov,Priklyucheniya Volodi Zlogo,Rise of the Dark,6 elementov vremeni
nm2286201,5.9,9,9,Georgiy Danilov,Complitation of Horror,Dead Forest,Nightmare in Russia
nm2286504,5.9,130,130,Sergey Kuchkov,Nesluzhebnoe zadanie,Pod maskoy Berkuta,S uma soyti!
nm2287420,4.2,65,65,Kamil Cetin,Organik Ask,Çilgin Dersane 4: Ada,Enes Batur Hayal mi Gerçek mi?
nm2287741,7.3,4050,85067,Umesh Ghadge,Once Upon a Time in Mumbai,Welcome Zindagi,Dhoom
nm2287772,7.5,10984,98859,F.A. Brabec,The Ride,Kral Ubu,Wild Flowers
nm2288356,6.9,133,399,Lera Mulina,Starshaya zhena,I'll Be Around,PiraMMMida
nm2288445,6.1,126,252,Rishi Kapoor,Agneepath,Love Aaj Kal,Jab Tak Hai Jaan
nm2288785,7.4,3830,42133,Jagdish A. Sharma,Dushman Zamana,Desh Drohi,Nazar Ke Samne
nm2289322,7.5,2069,35186,Lawrence D'Souza,Sangram,Jodhaa Akbar,Saajan
nm2290127,6.6,57,462,Anatoly Eyramdzhan,Lyogkiy potseluy,Strela lyubvi,Agent v mini-yubke
nm2290469,6.9,133,399,Angga Dwimas Sasongko,Hari untuk Amanda,We Are Moluccans,Letters from Prague
nm2291498,5.8,873,2619,Ernest Prakasa,Susah Sinyal,Cek Toko Sebelah,Milly & Mamet
nm2291548,5.6,1419,2838,Vasan Bala,Peddlers,Raman Raghav 2.0,Mard Ko Dard Nahin Hota
nm2292196,7.4,18,93,Ejaz Gulab,Raanjhanaa,Lagaan: Once Upon a Time in India,Like Stars on Earth
nm2292640,9.0,18,18,Rajeev Ravi,Liar's Dice,Kammatti Paadam,Gangs of Wasseypur
nm2293309,6.9,1029,24696,Anjali Menon,Bangalore Days,Manjadikuru,Kerala Cafe
nm2293602,6.8,29,59,B. Unnikrishnan,Villain,I.G.,Kerala Cafe
nm2293779,5.1,922,5532,Alper Mestçi,Üç Harfliler: Adak,Siccin 3: Cürmü Ask,Musallat
nm2294083,6.5,896,10757,Wei Zhao,Mulan,Shaolin Soccer,A Time to Love
nm2294981,6.7,29,29,Ka-Wai Kam,Flash Point,Big Brother,Ip Man 2
nm2295128,5.3,11,70,Simon Yam,Lara Croft Tomb Raider: The Cradle of Life,Election,Ip Man
nm2295225,2.2,71,71,Georgi Kevorkov,Belaya kost,Katalazhka,Kani der aprum enk
nm2295867,5.4,275,1654,Charlie Yeung,Fallen Angels,Ashes of Time,Christmas Rose
nm2295916,6.3,1485,4455,Evgeniy Pavlov,Ichchi,Naakhara,Naakhara 2: Sacred Ground
nm2296197,5.9,13,55,Samuthirakani,Neranja Manasu,Visaaranai,Poraali
nm2296528,6.5,9674,357952,Soundarya R. Ashwin,Velaiilla Pattadhari 2,Kochadaiiyaan,Chandramukhi
nm2296586,8.2,10,10,Arman Gevorgyan,Goroskop na udachu,#Nerealnaya lyubov,"SOS, Ded Moroz, ili Vsyo sbudetsya!"
nm2296797,7.3,101,303,Nikita Dzhigurda,Tonkaya shtuchka,Supermen ponevole ili eroticheskiy mutant,Vint
nm2297588,4.2,18,54,Fazil,Marakkillorikkalum,Vismayathumbathu,Poove Poochudava
nm2297663,6.1,72,364,Serkan Zelzele,Hollow Man,Face/Off,Volcano
nm2298423,6.2,48,48,Sinan Çetin,Propaganda,Kagit,Number 14
nm2298615,7.8,6,6,Vladislav Krivenchuk,Anthology of Horror 3,Anthology of Horror 2,Interstelar
nm2298895,5.1,332,1664,Tair Mamedov,Odnoklassniki.ru: naCLICKay udachu,Ochen russkiy detektiv,Women VS Men
nm2299205,7.1,8,24,Leonid Margolin,Schastya! Zdorovya!,Zhenshchiny protiv muzhchin: Krymskie kanikuly,Women VS Men
nm2299471,6.0,11646,209628,Jakub Kroner,Bratislavafilm,LokalFilmis,Lóve
nm2299565,3.3,7,7,Ezhil,Vellaikaara Durai,Thulladha Manamum Thullum,Manam Kothi Paravai
nm2299710,7.4,71,213,Renjith,Puthan Panam,Spirit,Indian Rupee
nm2300133,5.3,8,24,Sachin Kundalkar,Restaurant,Happy Journey,The Smell
nm2300570,6.2,4863,34041,K. Selvaraghavan,Ayirathil Oruvan,Kaadhal Konden,Pudhu Pettai
nm2302581,4.8,247,494,Jerrold Tarog,Sana Dati,Heneral Luna,Senior Year
nm2302928,8.3,25,25,Pankaj Batra,Virsa,High End Yaariyaan,Sajjan Singh Rangroot
nm2303666,4.4,873,9610,Abrid Shine,1983,Poomaram,Action Hero Biju
nm2303963,7.2,5196,51960,Ali Idris,The Danish Experience,Ashab wala business,Karim's Harem
nm2304008,7.1,9619,38476,Kirill Khrestinin,The House of Domovoy,Prizrak iz Khovrino,Ubiystvo
nm2304473,8.1,67,134,Kanti Shah,Phoolan Hasina Ramkali,Munnibai,Basanti Tangewali
nm2305431,5.9,166053,4815563,Vishnuvardhan,Billa,Arrambam,Panjaa
nm2305459,5.6,43,344,Suresh Krishna,The Prince,Prema,Rocky
nm2306701,5.3,214,214,Lal,Tournament - Play & Replay,Thalappavu,Godfather
nm2306906,5.3,359,359,Jianmin Lv,Pound of Flesh,Wolf Warrior,"No. 32, B District"
nm2306989,6.9,72,72,Divya Khosla Kumar,Yaariyan,Ab Tumhare Hawale Watan Saathiyo,Roy
nm2307992,7.2,121,242,Saratswadee Wongsomphet,Yes or No: Come Back to Me,Ong-Bak: The Thai Warrior,"Namaste Hello, Bye-Bye"
nm2308781,7.3,32,131,Susi Ganesan,Shortcut Romeo,Virumbugirean,Thiruttu Payale 2
nm2308800,6.5,6,18,Nikolai Gusarov,Dikoe pole,Kazachya byl,Loshadi v okeane
nm2310128,6.8,127,383,Lal Jose,Diamond Necklace,Nee-Na,Classmates
nm2310286,4.6,194,388,Mustafa Ugur Yagcioglu,Dünyanin En Güzel Kokusu 2,Sizi seviyorum,Son ders
nm2310375,5.9,26,241,M. Padmakumar,Vasthavam,Vargam,Shikkar
nm2310589,6.4,112,677,Ahmet T. Uygun,Skyfall,The World Is Not Enough,The International
nm2312038,5.5,146,1318,Ilya Khotinenko,Litso frantsuzskoy natsionalnosti,Odisseya 1989,Yasnovidyashchaya
nm2312263,5.8,81,653,Yuriy Kutsenko,Night Watch,Day Watch,The Darkest Hour
nm2312617,6.1,17,52,Vladimir Kuchinsky,Love and Doves,Moscow Does Not Believe in Tears,Lyubov s privilegiyami
nm2314567,7.1,25,103,Salim Raza,Wafaa,Bollywood Evil Dead,Bad Boys
nm2315079,7.3,58,233,A. Kajvoryan,Karine,Ancient Gods,Mr. Jacques and Others
nm2317211,5.9,63,760,Aleksey Rudakov,Kozha salamandry,Den deneg,Alisa i bukinist
nm2317947,5.6,8,17,Lauris Gundars,A Handful of Bullets,Reply with Photo,Izlaiduma gads
nm2318133,5.9,1699,3398,Igor Pismennyy,Prityazhenie,Terra Nova,Night Watch
nm2318264,4.4,1914,11485,Konstantin Murzenko,Junk,April,Night Watch
nm2318489,7.8,10,21,Vitaliy Mukhametzyanov,Den khomyachka,Popugay Club,"Zdravstvuyte, my vasha krysha"
nm2319549,4.9,79,79,Rasool Mollagholi Poor,Heeva,The Flight in the Night,M for Mother
nm2319653,6.9,2040,10201,Deepak Tijori,Fox,Oops!,Khamoshh... Khauff Ki Raat
nm2319974,6.1,45,361,Mark Byrne,Beyond the Wall,Trapped,Reign of Fire
nm2320363,4.8,1613,35486,Adem Kiliç,Oflu Hoca'nin Sifresi,Sümela'nin Sifresi 3: Cünyor Temel,Moskova'nin Sifresi Temel
nm2320367,9.1,12,12,Serkan Karaarslan,Oflu Hoca'nin Sifresi,Oflu Hoca'nin Sifresi 2,Sümela'nin Sifresi: Temel
nm2320658,7.5,207778,22024502,Nadezhda Mikhalkova,Burnt by the Sun,Lyubov s aktsentom,Utomlennye solntsem 2
nm2321126,5.7,6,24,Alisa Khmelnitskaya,Bez granits,Lyubov s aktsentom,Bez muzhchin
nm2321157,6.9,11,11,Yesim Sezgin,Süpürrr!,Çanakkale 1915,Dört Köse
nm2321439,3.3,517,517,Uday Ananthan,White,Kerala Cafe,Pranayakalam
nm2321771,6.6,634,5077,Dmitriy Suvorov,Superplokhie,Odnoklassnitsy,Odnoklassnitsy. #Novyypovorot
nm2322617,5.8,1407,2814,Stephen Gaffney,Bully,Red Room,Class A
nm2323069,6.2,54,109,Vishal Pandya,Wajah Tum Ho,Deewane Huye Paagal,"Three: Love, Lies, Betrayal"
nm2323141,6.5,44,44,Salim Ahmed,Pathemari,"Abu, Son of Adam",Kunjananthante Kada
nm2323957,6.8,16,33,Kudret Sabanci,Karaoglan,Istanbul Tales,Kapan
nm2324123,5.3,51,311,Thirukumaran,Gethu,Sarkar,Maanagaram
nm2324325,7.1,62,248,Ranjit Tiwari,Hero,D-Day,Katti Batti
nm2325744,5.2,2366,87544,Gani Müjde,Kahpe Bizans,Bizans oyunlari: Geym of Bizans,The Ottoman Republic
nm2325864,3.9,240,1443,Teja,Nijam,Jayam,Jai
nm2326407,6.7,3963,11889,Jinu Abraham,Adam Joan,London Bridge,Masters
nm2326632,4.2,95,762,A.K. Sajan,Puthiya Niyamam,Dhrona 2010,Stop Violence
nm2327068,5.8,909,1818,Kirill Kozlov,Korporativ,Chempiony,Ostrov vezeniya
nm2328726,6.2,6,12,Emil Nikogosyan,Mamy 3,Chempiony,"S Novym godom, mamy!"
nm2328765,6.2,2909,55284,E.V.V. Satyanarayana,Fitting Master,Athili Sathibabu LKG,420
nm2328821,6.2,42,252,Suseenthiran,Naan Mahaan Alla,Azhagarsamy's Horse,Pandiya Naadu
nm2329165,6.4,79622,3105258,Tinnu Verma,Border,Khakee,Andaz Apna Apna
nm2329795,7.4,695,5562,Aashiq Abu,Mayaanadhi,Gangster,Salt n' Pepper
nm2329969,4.1,555,5556,Sheershak Anand,Guddu Ki Gun,Table No. 21,3G - A Killer Connection
nm2330625,4.1,25,25,Arun Kumar,Bhool Bhulaiyaa,Cocktail,Kaattu
nm2331256,7.0,193,579,Akshay Roy,The Bourne Supremacy,Like Stars on Earth,Lakshya
nm2331282,4.9,70,70,Orçun Benli,Ver Kaç,5 Dakkada Degisir Bütün Isler,Gulyabani
nm2331643,6.8,24,24,Dharani,Dhool,Bangaram,Ghilli
nm2331729,8.0,73,73,Ashwini Chaudhary,"Good Boy, Bad Boy",Laado,Jodi Breakers
nm2332369,5.9,1239,16117,Atul Agnihotri,O Teri,Hello,Dil Ne Jise Apna Kaha
nm2332999,6.6,35,35,Alla Krinitsyna,Ya vinovat,Rodina ili smert,Spartacus and Kalashnikov
nm2333409,7.6,21,21,Gatis Smits,Vogelfrei,Return of Sergeant Lapins,"Mother, I Love You"
nm2333996,7.0,49,588,Chandra Sekhar Yeleti,50 Lakh,All of Us,Okkadunnadu
nm2334412,5.3,18,18,Adesh Prasad,"LSD: Love, Sex Aur Dhokha",Tumbbad,Ship of Theseus
nm2335002,6.1,11,11,Cathy Garcia-Molina,A Very Special Love,A Second Chance,One More Chance
nm2335176,6.2,35,71,Shafi,Maja,Sherlock Toms,Chattambinadu
nm2335399,5.5,23,23,Venkat Prabhu,Biriyani,Mankatha,Saroja
nm2336554,8.9,24071,72213,Jason Kwan,Chasing the Dragon,The Forbidden Kingdom,Project Gutenberg
